song,artist1,artist2,song_netease,artist_netease,mood_netease,spotify-id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_origin_1,artist_origin_2,artist_type_1,artist_type_2,artist_era_1,genre_1,genre_2,genre_3,mood_1,mood_2,tempo_1,tempo_2,tempo_3
谋情害命,陈奕迅,Eason Chan,,,,30tgW7JWDKkQpPe7WH40lE,0.61,0.619,7,-8.09,0,0.0491,0.629,0,0.143,0.755,144.019,217893,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Romantic',b'Heartfelt Passion',b'Medium Tempo',b'Medium',b'70s'
我甲你,陈奕迅,Eason Chan,我甲你,陈奕迅,清新,6aDi8LGxbP1160PFgwl7i2,0.522,0.593,0,-5.937,1,0.0281,0.208,0,0.106,0.27,121.066,207707,3,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Strong / Stable',b'Medium Tempo',b'Medium Slow',b'60s'
心的距离,陈奕迅,Eason Chan,心的距离,陈奕迅,伤感,2uXakoaDP373cKqLDLmbNT,0.516,0.629,4,-6.454,1,0.036,0.698,0,0.106,0.313,140.008,321773,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Strong / Stable',b'Medium Tempo',b'Medium',b'70s'
床头灯,陈奕迅,Eason Chan,,,,2ZWYSbAUY5wdaQTSzS4mwR,0.523,0.701,1,-8.245,1,0.0701,0.128,0,0.13,0.599,146.007,287893,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Romantic',b'Heartfelt Passion',b'Medium Tempo',b'Medium',b'70s'
给你,陈奕迅,Eason Chan,给你,陈奕迅,感动,5zEzslLNS7WbDasvNZOQPI,0.432,0.398,7,-7.238,1,0.038,0.334,0,0.113,0.158,160.336,316200,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Powerful / Heroic',b'Medium Tempo',b'Medium',b'80s'
从何说起,陈奕迅,Eason Chan,从何说起,陈奕迅,安静,2Lx18DXxZxI6LaGdXrbcVO,0.382,0.258,4,-11.698,1,0.0304,0.609,8.14e-06,0.0976,0.142,156.07,260427,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
打回原形,陈奕迅,Eason Chan,打回原形,陈奕迅,伤感/感动,5Bt5shryjVx2wWdCJi9j2k,0.483,0.462,4,-7.247,1,0.0273,0.264,0,0.117,0.263,115.326,250934,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
Lonely Christmas,陈奕迅,Eason Chan,Lonely Christmas,卫诗,怀旧/放松/治愈,4dtVpOodYG9mSAeVoahdzw,0.495,0.401,0,-7.457,1,0.0371,0.787,0,0.106,0.255,116.984,280211,3,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'70s'
1874,陈奕迅,Eason Chan,1874(Live),陈奕迅,伤感/感动,1wKaeEKktGYkjCTl9FcAxC,0.322,0.375,3,-9.098,0,0.0334,0.571,0,0.301,0.419,171.932,230191,3,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sentimental',b'Lyrical Sentimental',b'Slow Tempo',b'Slow',b'40s'
绵绵,陈奕迅,Eason Chan,绵绵,谢安琪,伤感/怀旧,4Wg5LncTSwZWCsm5jlQ45m,0.47,0.276,7,-9.669,1,0.0338,0.877,0,0.111,0.292,151.959,244066,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sentimental',b'Tender / Sincere',b'Slow Tempo',b'Very Slow',b'30s'
低等动物,陈奕迅,Eason Chan,低等动物,陈奕迅,性感/放松,3QZAGe12uMYRiNtM5BEkjM,0.515,0.735,11,-6.955,0,0.03,0.222,6.53e-05,0.287,0.544,159.996,258358,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Brooding',b'Dreamy Brooding',b'Medium Tempo',b'Medium',b'80s'
他一个人,陈奕迅,Eason Chan,他一个人,大宽,治愈,7rY19g8zZF4XSmalZ8JjTO,0.491,0.56,4,-5.661,1,0.0394,0.744,0,0.106,0.36,166.032,264532,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Slow',b'40s'
活着多好,陈奕迅,Eason Chan,活着多好,陈奕迅,感动,3cP1IFicRKSaBPutCyQ3QU,0.419,0.143,5,-12.115,1,0.0357,0.951,0,0.108,0.219,75.842,263630,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Yearning',b'Sensitive / Exploring',b'Medium Tempo',b'Medium',b'70s'
一切还好,陈奕迅,Eason Chan,一切还好,,,4qgqTTDFHmuOPFp6ZWgi5v,0.643,0.698,1,-6.486,1,0.0325,0.624,0,0.0963,0.292,125.063,298319,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'60s'
随意门,陈奕迅,Eason Chan,,,,1xZFDvuZN2np3pHSx4WsTP,0.778,0.977,10,-4.71,1,0.039,0.00316,0.113,0.101,0.922,130.021,246633,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Excited',b'Euphoric Energy',b'Fast Tempo',b'Fast',b'130s'
坏情人,陈奕迅,Eason Chan,,,,5wQnJofYnLSPc23PCaNtus,0.592,0.982,1,-5.022,1,0.0442,0.00568,3.76e-05,0.328,0.886,116.004,203880,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Urgent',b'Dark Pop Intensity',b'Medium Tempo',b'Medium Fast',b'110s'
第一类接触,陈奕迅,Eason Chan,,,,233CnAs6IfVva6kI5qg2rt,0.647,0.907,5,-3.542,1,0.0737,0.0708,0,0.274,0.768,146.144,178644,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Rowdy',b'Ramshackle / Rollicking',b'Fast Tempo',b'Fast',b'140s'
King Kong,陈奕迅,Eason Chan,King Kong,Ace Hood/Bruno Mali,兴奋,03zhojgIh63UQXigAjZrPT,0.71,0.9,2,-3.415,1,0.0474,0.0195,0,0.181,0.914,129.981,203620,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Rowdy',b'Driving Dark Groove',b'Fast Tempo',b'Fast',b'130s'
给爱丽丝,陈奕迅,Eason Chan,,,,19PWHitIsWunDInxkyVn1a,0.653,0.875,8,-4.525,0,0.0354,0.132,2.12e-06,0.112,0.737,132.505,210904,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Fiery',b'Fiery Groove',b'Fast Tempo',b'Fast',b'130s'
孤独探戈,陈奕迅,Eason Chan,,,,38pdAyi8snN67zW8LODATQ,0.524,0.443,11,-9.076,0,0.0334,0.806,3.49e-06,0.304,0.581,128.553,206256,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sophisticated',b'Smoky / Romantic',b'Medium Tempo',b'Medium Slow',b'60s'
阿士匹灵,陈奕迅,Eason Chan,,,,0urWPLin75wsTnWxIy8Eti,0.689,0.594,6,-6.592,1,0.0365,0.0309,1.65e-06,0.106,0.529,115.009,227277,4,b'Asia',b'China',b'Male',b'Male Duo',b'2000s',b'Traditional',b'Country',b'Contemporary Country',b'Rowdy',b'Driving Dark Groove',b'Medium Tempo',b'Medium Fast',b'110s'
人工智能,陈奕迅,Eason Chan,人工智能,陈奕迅,性感,0r6YIAhGkgwl2OgxHptbn9,0.547,0.74,0,-6.996,1,0.0407,0.467,0.000133,0.286,0.789,90.002,222282,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sensual',b'Soft Soulful',b'Slow Tempo',b'Slow',b'40s'
冲口而出,陈奕迅,Eason Chan,,,,0qhcwuUUSrcO2NoB8pE2vZ,0.427,0.78,4,-5.381,0,0.215,0.083,0,0.107,0.681,180.104,213124,3,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Slow',b'60s'
猜情寻,陈奕迅,Eason Chan,猜情寻,陈奕迅,怀旧,27z4TLUIEW4rqci1kbJQal,0.609,0.41,5,-6.431,1,0.0282,0.772,2.44e-06,0.112,0.158,130.112,246841,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Gritty',b'Sober / Determined',b'Medium Tempo',b'Medium',b'60s'
呀边个边个,陈奕迅,Eason Chan,,,,6bTKpIx1uqGHiybB08nKS0,0.781,0.852,7,-4.127,1,0.0526,0.116,0,0.313,0.891,102.053,185998,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Rowdy',b'Ramshackle / Rollicking',b'Medium Tempo',b'Medium Fast',b'100s'
阿怪,陈奕迅,Eason Chan,,,,2EDqEdMNSQaqknQSCCl2ax,0.57,0.631,0,-5.461,1,0.037,0.217,0,0.116,0.499,143.995,312124,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Upbeat',b'Happy / Soulful',b'Fast Tempo',b'Fast',b'140s'
没有手机的日子,陈奕迅,Eason Chan,,,,2lMg6sz5uRxfLdRFvQ07l0,0.632,0.778,2,-4.618,1,0.128,0.258,0.00228,0.0759,0.743,176.012,268348,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Yearning',b'Energetic Yearning',b'Medium Tempo',b'Medium',b'80s'
圣诞结,陈奕迅,Eason Chan,,,,2ZaffQmZ8GkzpWOoXg7x3j,0.724,0.376,0,-7.851,1,0.0381,0.852,0,0.12,0.227,117.031,281321,3,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'70s'
人造卫星,陈奕迅,Eason Chan,人造卫星,陈奕迅,性感,6AhP1XM4XgzQrFaUBElFxT,0.647,0.591,8,-4.244,0,0.0277,0.0427,0,0.268,0.618,135.957,239349,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Powerful / Heroic',b'Medium Tempo',b'Medium',b'60s'
狂人日记,陈奕迅,Eason Chan,,,,4Ii8deomjkRiVM1ZaB85pO,0.542,0.456,9,-7.317,1,0.0322,0.401,3.95e-05,0.0861,0.526,131.87,262173,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Brooding',b'Alienated / Brooding',b'Fast Tempo',b'Fast',b'130s'
寂寞让你更快乐,陈奕迅,Eason Chan,寂寞让你更快乐,陈奕迅,伤感,520ETgCvBmXRL6Sq5zjJsK,0.5,0.474,4,-7.177,1,0.0286,0.542,0,0.103,0.346,115.318,252808,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'50s'
Because You're Good To Me,陈奕迅,Eason Chan,,,,5DMv5ySyh9Q084f8R4GpRg,0.752,0.876,7,-5.73,0,0.0475,0.459,0,0.45,0.873,112.032,218952,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Fiery',b'Fiery Groove',b'Medium Tempo',b'Medium Fast',b'110s'
像一句广告,陈奕迅,Eason Chan,,,,0inLaDO3VJCZ06IlOPyAkS,0.686,0.958,6,-3.821,0,0.109,0.111,0,0.0678,0.872,145.013,240800,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Rowdy',b'Ramshackle / Rollicking',b'Fast Tempo',b'Fast',b'140s'
步步,五月天,Mayday,【翻唱】步步-五月天,西轰Eight,伤感/感动,1JWavf3k1hZZFCvlAkaE1o,0.373,0.648,0,-5.895,1,0.0283,0.00727,0,0.074,0.293,140.017,273947,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',,,,,
拥抱,五月天,Mayday,拥抱,五月天,怀旧/感动,5HYBtE4U1oBmak8WoItiqJ,0.469,0.426,0,-8.448,1,0.0284,0.469,0,0.106,0.296,119.945,286827,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Romantic',b'Heartfelt Passion',b'Medium Tempo',b'Medium Slow',b'60s'
伤心的人别听慢歌,五月天,Mayday,,,,30JvxpDThn5DR1tK2An0vB,0.639,0.869,9,-4.978,0,0.056,0.00124,0,0.25,0.856,135.102,213773,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',,,,,,,,
洋葱,五月天,Mayday,洋葱,杨宗纬,伤感/孤独,6NMhHiixIYW0WLLcMZQvtJ,0.503,0.533,0,-6.962,1,0.0284,0.269,0,0.139,0.218,129.881,275680,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',,,,,
干杯,五月天,Mayday,,,,53bRvqxTqjRa4gja8YmMow,0.578,0.803,0,-5.646,1,0.0285,0.028,0,0.101,0.808,82.02,285720,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Yearning',b'Sensitive / Exploring',b'Medium Tempo',b'Medium',b'80s'
入阵曲,五月天,Mayday,,,,5GGbF5o8qQKcTrgSoait32,0.521,0.963,6,-4.015,0,0.0705,0.00271,0,0.106,0.541,120.024,207400,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',,,,,
倔强,五月天,Mayday,倔强,五月天,怀旧,7B9o8Ozn6WxhIzkHWJMmeX,0.49,0.676,9,-6.369,1,0.0344,0.00743,1.19e-05,0.268,0.659,155.912,260667,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Brooding',b'Dreamy Brooding',b'Slow Tempo',b'Very Slow',b'30s'
突然好想你,五月天,Mayday,突然好想你,徐佳莹,伤感/治愈,09aQPq0dXKtpajhStDYDgS,0.476,0.457,2,-6.543,1,0.0272,0.277,1.2e-05,0.22,0.377,139.917,262133,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'70s'
恋爱ing,五月天,Mayday,恋爱ing,五月天,怀旧/放松,4xvBYQrUi8yXqPUtmKIKRp,0.679,0.55,0,-5.901,1,0.0273,0.0358,0,0.189,0.793,98.508,167973,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Defiant',b'Hard Positive Excitement',b'Medium Tempo',b'Medium Fast',b'90s'
离开地球表面,五月天,Mayday,离开地球表面,五月天,怀旧,5UQDWoK23EUifF5uoWHyWY,0.549,0.922,11,-3.938,0,0.133,0.00467,0,0.409,0.726,138.118,271493,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Defiant',b'Hard Dark Excitement',b'Fast Tempo',b'Fast',b'130s'
星空,五月天,Mayday,,,,3V7uVhoAbm4eowTuoS7oM6,0.416,0.56,5,-6.803,1,0.0278,0.157,0,0.0986,0.179,167.949,278920,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Yearning',b'Sensitive / Exploring',b'Medium Tempo',b'Medium',b'80s'
我不愿让你一个人,五月天,Mayday,我不愿让你一个人,五月天,伤感,4wpsFzGcDVKnF2YBeJlawm,0.473,0.509,7,-7.526,1,0.0258,0.449,0,0.413,0.355,143.978,265147,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',,,,,
人生海海,五月天,Mayday,人生海海,五月天,怀旧/感动,1Ed5pMGdp0HKSYo2ySII2K,0.515,0.868,9,-4.713,1,0.0337,0.0192,0,0.181,0.711,90.05,277613,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Brooding',b'Energetic Melancholy',b'Medium Tempo',b'Medium Fast',b'90s'
知足,五月天,Mayday,知足,五月天,伤感,1Wuv7eOjQfD80D23i9qAN5,0.487,0.562,4,-6.206,1,0.0315,0.157,0,0.175,0.361,152.08,313253,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Powerful / Heroic',b'Medium Tempo',b'Medium',b'70s'
温柔,五月天,Mayday,温柔,五月天,怀旧/浪漫,5WDvjQh2wihrP9OyFj9FAw,0.344,0.433,7,-7.004,1,0.0319,0.0794,0,0.178,0.334,135.69,427658,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Yearning',b'Bittersweet Pop',b'Medium Tempo',b'Medium',b'70s'
你是唯一,五月天,Mayday,你是唯一,纪文惠,感动/治愈,2xI2SgdJOYSs6N2emsa47V,0.443,0.805,0,-5.606,1,0.0377,0.000533,5.29e-05,0.625,0.445,138.122,215867,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',,,,,
夜访吸血鬼,五月天,Mayday,,,,3IH7EYnDqcK8f878UaYRTx,0.514,0.876,9,-5.173,0,0.0562,0.0171,0,0.346,0.788,90.115,250480,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Energetic Anxious',b'Medium Tempo',b'Medium Fast',b'90s'
如烟,五月天,Mayday,如烟,有声奶昔,伤感,5S2B7hbFwBPuC9IQDQ4sYm,0.341,0.767,9,-6.372,1,0.0437,0.0183,0,0.109,0.343,179.891,313867,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Upbeat',b'Happy / Soulful',b'Medium Tempo',b'Medium Fast',b'90s'
盛夏光年,五月天,Mayday,盛夏光年,R7CKY,兴奋,2fAyCja3b2NSGvRKbWKgwP,0.332,0.917,7,-4.861,0,0.0534,0.073,0.000158,0.0856,0.397,87.172,282453,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',,,,,
一颗苹果,五月天,Mayday,一颗苹果,五月天,怀旧/感动,0TaELNRKMgcKTO1KxbGJqi,0.753,0.669,4,-6.308,1,0.0371,0.458,0,0.1,0.93,129.878,170400,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Rowdy',b'Ramshackle / Rollicking',b'Medium Tempo',b'Medium Fast',b'120s'
三个傻瓜,五月天,Mayday,,,,3RhZoYO9WYY0rpXwqMva11,0.652,0.845,11,-4.713,0,0.0353,0.00282,0,0.0996,0.7,103.045,254933,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Dark Pop Intensity',b'Medium Tempo',b'Medium Fast',b'100s'
孙悟空,五月天,Mayday,孙悟空,五月天,怀旧/感动,0Re1TgZkvJYY37P2ujaQxx,0.522,0.824,9,-5.723,1,0.0298,0.00161,4.77e-05,0.09,0.651,104.932,249840,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Energetic Anxious',b'Medium Tempo',b'Medium Fast',b'100s'
摩托车日记,五月天,Mayday,,,,05Gg4a3mYexxEFm1PXIw2N,0.492,0.664,10,-6.46,1,0.0463,0.1,4.5e-06,0.137,0.642,162.16,285507,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Yearning',b'Energetic Yearning',b'Medium Tempo',b'Medium',b'80s'
最重要的小事,五月天,Mayday,,,,73acY3QjECBG2M6BfkOiem,0.43,0.699,0,-5.242,1,0.0263,0.00372,0.000113,0.148,0.388,79.957,288640,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Yearning',b'Energetic Yearning',b'Medium Tempo',b'Medium',b'80s'
爱情万岁,五月天,Mayday,爱情万岁,五月天,怀旧/感动,7omJIYbhIb6FG5aaCG7mZJ,0.588,0.806,0,-4.988,1,0.0353,0.0496,2.46e-05,0.373,0.303,117.024,361707,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Brooding',b'Energetic Melancholy',b'Medium Tempo',b'Medium Fast',b'110s'
雌雄同体,五月天,Mayday,雌雄同体,五月天,怀旧/感动,6EuHyp65wwmjZJ2Ozd3LI3,0.538,0.832,0,-7.128,1,0.0273,0.000257,0.00315,0.38,0.585,97.989,297547,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Energetic Anxious',b'Medium Tempo',b'Medium Fast',b'90s'
生命有一种绝对,五月天,Mayday,生命有一种绝对,五月天,怀旧/感动/治愈,0gE9bvWuSWC9LEDtjgWT89,0.5,0.557,0,-6.767,1,0.034,0.261,0,0.126,0.247,135.96,261480,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
诺亚方舟,五月天,Mayday,,,,1ycbZxX8ZooezYBvhz4Vf4,0.458,0.559,9,-6.378,1,0.0291,0.0105,1.4e-06,0.16,0.187,135.906,344387,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Powerful / Heroic',b'Medium Tempo',b'Medium',b'60s'
我心中尚未崩坏的地方,五月天,Mayday,,,,5RmGZVY5ZdKPuLDEFDBnKH,0.563,0.586,5,-6.107,1,0.0298,0.114,1.24e-05,0.206,0.359,127.697,325707,3,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Gritty',b'Strumming Yearning',b'Medium Tempo',b'Medium Slow',b'60s'
Toxic,,Britney Spears,,,,6I9VzXrHxO9rA9A5euc8Ak,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium',b'70s'
Gimme More,,Britney Spears,Gimme More,Britney Spears,怀旧,6ic8OlLUNEATToEFU3xmaH,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'110s'
Oops!...I Did It Again,,Britney Spears,Oops!...I Did It Again,Britney Spears,性感,6naxalmIoLFWR0siv8dnQQ,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'90s'
Womanizer,,Britney Spears,Womanizer,Britney Spears,兴奋/性感,4fixebDZAVToLbUCuEloa2,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,224400,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium',b'60s'
I'm a Slave 4 U,,Britney Spears,,,,6ldwfK0yWgTAlmIfuQkTYN,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,203600,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Cool',b'Cool Confidence',b'Medium Tempo',b'Medium Fast',b'110s'
Circus,,Britney Spears,,,,7jk7gqyEonmVVYahZN5zhW,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,192360,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'110s'
…Baby One More Time,,Britney Spears,,,,3MjUtNVVq3C8Fn0MP3zhXa,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'90s'
Piece of Me,,Britney Spears,,,,2EvwLVrnYbCZEG6Kx5DCRy,0.769,0.638,11,-5.054,1,0.216,0.0902,0,0.0857,0.782,115.007,212107,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'110s'
3,,Britney Spears,,,,6pymOcrCnMuCWdgGVTvUgP,0.697,0.709,5,-1.917,0,0.0455,0.0452,0,0.138,0.787,134.91,213173,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Fast Tempo',b'Fast',b'130s'
(You Drive Me) Crazy - The Stop Remixi,,Britney Spears,,,,6MPn82FDfOB2frXG2T4lR3,0.684,0.963,8,-2.397,1,0.0459,0.092,6.27e-05,0.352,0.781,101.078,196667,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'100s'
